2024xup 0.066 110.187 18.619731
filter ATgr
60709.37839 20.638 0.57
60709.413279 21.181 0.739
60709.420566 20.624 0.444
filter ATri
60682.406558 20.028 0.334
60682.412571 20.686 0.591
60682.442681 20.927 0.836
60684.388354 20.437 0.719
60684.405046 20.78 0.844
60684.406883 20.342 0.665
60684.426502 20.44 0.575
60686.360556 -19.675 0.82
60686.362379 -20.103 0.957
60691.479708 -20.071 0.582
60692.462272 20.647 0.882
60692.470975 20.357 0.649
60694.44906 20.339 0.621
60695.356409 20.47 0.449
60695.359157 20.299 0.463
60695.387288 20.571 0.553
60697.362428 -20.865 0.667
60697.36644 21.241 0.926
60699.415763 20.303 0.412
60699.432136 21.37 0.947
60700.452065 20.344 0.482
60708.407118 20.664 0.568
60710.275055 -21.046 0.827
60710.396547 20.715 0.642
60710.40142 -20.992 0.742
60710.410932 20.426 0.526
60711.260857 20.105 0.37
