2020dny 0.1 201.46896125 -17.3361575
filter ATgr
60701.328459 20.752 0.672
60702.298819 20.344 0.36
60709.291584 21.038 0.813
60709.294742 20.175 0.372
60709.300181 20.907 0.663
filter ATri
60685.355566 -20.109 0.57
60686.32444 -19.996 0.355
60687.087404 20.737 0.75
60687.093351 20.79 0.69
60689.322661 -19.653 0.557
60689.345358 19.963 0.716
60690.308072 20.116 0.901
60690.314128 -20.134 0.628
60690.319221 -20.012 0.68
60690.640695 -20.272 0.61
60690.643496 20.514 0.691
60692.109011 -20.121 0.913
60693.073251 -20.216 0.724
60693.076882 20.467 0.95
60693.326282 19.446 0.406
60693.329491 -19.367 0.383
60693.356108 -19.57 0.515
60694.313073 -19.748 0.576
60697.310282 19.661 0.963
60699.096177 -20.619 0.597
60700.059687 -20.347 0.515
60700.062865 20.774 0.845
60700.065129 20.679 0.658
60700.072347 20.193 0.538
60707.045045 -20.616 0.685
60707.055022 20.877 0.737
60707.066094 -20.873 0.706
60708.042986 20.78 0.694
60708.052024 20.763 0.634
