2024eor 0.039 101.565041782 51.6880790253
filter ATgr
60699.397805 20.904 0.703
60703.571405 19.972 0.519
60703.59266 19.801 0.484
filter ATri
60683.408785 -20.89 0.98
60683.448256 20.363 0.631
60685.383005 0.0 0.0
60685.384856 16.13 0.761
60685.397333 19.814 0.769
60691.416304 -20.572 0.871
60691.425843 -20.63 0.819
60693.369864 20.093 0.494
60695.52125 20.16 0.629
60695.577031 19.993 0.456
60695.592782 -19.759 0.402
60697.493436 20.944 0.908
60697.499331 20.868 0.775
60697.505744 21.034 0.812
60697.512376 -20.993 0.919
60709.370839 -20.683 0.565
60709.392965 20.7 0.599
