2018grb 0.065 356.3428977 13.0608873
filter ATri
60684.2275 20.652 0.841
60684.262867 -20.58 0.927
60689.243616 20.151 0.975
60689.261106 -19.526 0.734
60690.257033 20.149 0.771
60690.272534 19.271 0.487
60692.237254 -18.647 0.944
60692.243278 18.962 0.633
60692.26388 -17.171 0.541
60694.228536 -20.823 0.857
60694.246131 -19.884 0.397
