2024ably 0.061 29.181292 -9.179769
filter ATgr
60695.069939 20.512 0.493
60695.073165 20.565 0.452
60695.090217 21.181 0.877
60696.279336 20.442 0.535
60696.285229 20.795 0.699
60700.287484 19.07 0.885
60704.272457 18.757 0.228
60704.293103 20.172 0.61
60708.215997 19.49 0.992
60708.216449 19.246 0.576
60708.2169 19.539 0.613
60708.220554 -20.074 0.96
filter ATri
60682.225562 20.262 0.602
60682.240746 20.214 0.671
60682.249565 20.146 0.509
60682.254156 20.286 0.531
60683.036141 19.542 0.658
60683.082578 19.809 0.78
60684.280506 20.295 0.663
60684.290511 19.802 0.51
60684.301664 19.52 0.462
60684.790505 18.927 0.332
60684.796858 19.911 0.667
60684.818594 19.866 0.633
60687.081087 -17.893 0.42
60687.083825 -19.828 0.827
60688.815618 -19.225 0.384
60688.82467 20.32 0.942
60690.293677 19.761 0.44
60690.299214 19.866 0.507
60690.302454 19.398 0.385
60691.111701 19.159 0.358
60692.261073 19.588 0.24
60692.266524 20.919 0.904
60692.840071 20.088 0.618
60692.867852 20.021 0.67
60694.287441 19.827 0.27
60694.293897 20.443 0.46
60694.304185 21.161 0.907
60698.271325 20.911 0.706
60698.277744 20.077 0.353
60698.289193 -20.148 0.381
60700.787245 20.009 0.522
60700.830317 -20.636 0.858
