2021bjm 0.101 62.7947051578 -1.86902662596
filter ATgr
60696.350326 -20.861 0.868
60696.369207 20.048 0.912
60699.074106 21.319 0.897
60699.079234 21.591 0.928
60700.322614 17.848 0.947
60704.340598 18.446 0.935
60704.343773 16.565 0.628
60707.070219 21.212 0.895
60707.073389 -21.107 0.775
filter ATri
60684.828539 18.75 0.282
60684.831712 19.7 0.661
60684.871719 19.728 0.651
60687.099411 18.776 0.456
60687.103076 -19.256 0.485
60687.126704 19.544 0.562
60688.905823 -19.573 0.586
60690.372855 -20.36 0.749
60690.389614 -20.315 0.726
60691.169465 19.732 0.827
60692.234944 20.007 0.587
60692.243198 13.425 0.746
60692.903159 19.983 0.679
60692.906328 20.364 0.919
60694.327187 -20.62 0.613
60694.337494 17.619 0.041
60698.344093 -20.643 0.57
60698.352396 -20.396 0.436
60704.808841 20.575 0.798
60708.790159 21.009 0.738
60712.78485 -19.233 0.348
