ATLAS2020sid -99999 -99999 -99999
filter ATgr
60709.645114 20.486 0.471
60710.603436 20.528 0.528
filter ATri
60690.640863 -20.051 0.911
60690.645001 -19.054 0.333
60690.646383 20.233 0.777
60690.664446 20.025 0.912
60690.664898 19.996 0.807
60690.670964 -19.715 0.954
60691.651374 20.356 0.761
60691.662499 -19.471 0.454
60693.669005 20.146 0.528
60694.655088 19.937 0.484
60695.642449 20.84 0.884
60695.647558 -20.54 0.622
60696.654847 -20.426 0.497
60696.65905 20.442 0.7
60696.670223 -20.015 0.817
60697.5972 19.636 0.287
60697.602903 -19.959 0.448
60697.616601 20.293 0.635
60697.619671 -20.434 0.667
60699.641024 -20.402 0.548
60699.667907 19.456 0.302
60699.671629 -19.326 0.406
60704.647805 19.664 0.876
60704.661309 -16.939 0.22
60708.623804 20.95 0.886
60708.629363 19.921 0.354
60710.592652 -19.363 0.289
60710.601787 20.095 0.402
60711.601439 -20.88 0.783
60711.605264 21.037 0.946
60711.608965 20.133 0.46
60711.62218 21.085 0.851
