2024zjo 0.032 112.8114325 -54.55101875
filter ATgr
60700.205544 19.676 0.196
60700.208769 20.852 0.771
60700.244038 20.554 0.456
60704.176899 20.414 0.547
60704.180069 -20.668 0.699
60704.187465 20.008 0.412
60708.172738 20.35 0.417
60708.175946 19.723 0.2
60708.181992 20.745 0.725
60708.193073 20.654 0.566
filter ATri
60684.244763 19.5 0.263
60684.247554 19.156 0.245
60684.253064 19.384 0.309
60684.273878 20.533 0.671
60685.96265 19.634 0.282
60685.965819 19.241 0.206
60685.971713 20.253 0.488
60685.994316 19.995 0.459
60688.263912 -20.139 0.869
60692.140114 19.435 0.372
60692.142412 19.601 0.404
60693.930093 20.197 0.468
60693.960184 19.901 0.363
60693.963381 -20.429 0.677
60693.99052 20.134 0.432
60696.190774 19.433 0.257
60696.223865 19.35 0.237
60697.911318 20.234 0.669
60697.918639 19.691 0.223
60697.922287 20.053 0.412
60697.932116 20.273 0.352
60705.902731 20.145 0.35
60705.913682 20.743 0.661
60705.922304 21.121 0.909
60709.891956 21.119 0.92
60709.895157 20.705 0.613
60709.901574 20.092 0.374
60709.913943 19.697 0.262
60709.916212 20.382 0.603
60709.925333 20.953 0.791
