2024abga 0.071 153.0405794 15.6500526
filter ATgr
60708.525455 20.901 0.632
60708.528625 -19.971 0.31
60708.534058 19.543 0.19
60710.426883 -18.827 0.151
60710.42963 20.566 0.472
60710.432343 20.453 0.418
60710.436899 20.752 0.472
60710.447349 20.713 0.445
60711.258214 20.183 0.511
60711.260925 20.723 0.661
60711.264084 20.865 0.764
60711.270875 19.628 0.241
60711.27497 20.762 0.762
60711.280902 20.704 0.659
filter ATri
60682.504719 20.325 0.385
60682.507896 19.049 0.122
60682.511225 21.029 0.79
60682.51641 19.18 0.132
60683.27106 19.724 0.408
60683.272871 -19.821 0.384
60683.276049 19.723 0.319
60683.281932 18.809 0.133
60684.487322 19.51 0.252
60684.489698 19.085 0.15
60684.493229 18.941 0.14
60684.500334 19.459 0.269
60687.254755 -18.995 0.909
60687.289182 -19.904 0.802
60694.477556 19.72 0.378
60694.480357 19.83 0.461
60694.483526 -20.435 0.727
60695.350648 19.267 0.351
60695.357417 -20.58 0.933
60695.363379 -19.66 0.438
60695.368851 19.133 0.25
60695.470169 19.731 0.282
60695.473504 19.443 0.262
60695.476282 19.638 0.313
60695.508529 19.567 0.23
60696.459226 20.491 0.527
60696.462778 20.552 0.608
60696.467633 19.878 0.28
60696.473264 19.821 0.25
60697.355954 -20.659 0.678
60697.371999 18.96 0.148
60698.510074 19.573 0.202
60698.520742 19.074 0.138
60698.55335 19.313 0.166
60698.593304 20.908 0.903
60698.619282 19.597 0.333
60699.322375 19.017 0.196
60699.335053 19.339 0.292
60699.456188 -20.172 0.32
60699.525835 19.606 0.199
60699.530837 19.674 0.234
60699.558919 19.958 0.29
60699.577922 19.792 0.232
60699.584231 19.942 0.316
60700.528421 20.132 0.33
60700.529815 19.858 0.229
60700.533017 19.533 0.197
60700.537234 19.763 0.228
60700.547293 19.641 0.216
60703.588902 18.927 0.126
60703.592651 19.115 0.144
60703.59548 -20.452 0.523
60703.597799 18.988 0.12
60703.598259 21.237 0.987
60703.611621 20.116 0.466
60703.612084 19.206 0.174
60703.617223 20.911 0.755
60704.450914 -19.523 0.465
60708.420743 19.792 0.258
60708.426922 -20.717 0.643
60708.448053 19.703 0.237
60709.00258 20.199 0.398
60709.030795 19.56 0.227
60709.058991 -20.899 0.76
60709.063108 19.725 0.243
60710.374974 20.228 0.579
60711.359376 19.908 0.377
60711.373264 19.895 0.386
