ATLAS2020ddo -99999 -99999 -99999
filter ATgr
60709.614962 21.049 0.7
60709.62531 -21.068 0.854
60709.669315 20.358 0.525
filter ATri
60684.568328 20.634 0.915
60684.573913 -20.473 0.721
60684.58419 20.424 0.615
60690.6492 20.124 0.623
60691.65834 -19.844 0.463
60691.672742 -18.721 0.394
60692.654108 -20.783 0.88
60693.65275 -20.646 0.707
60694.619722 20.41 0.776
60694.626148 20.686 0.984
60695.638731 20.525 0.572
60695.658885 20.708 0.756
60696.625724 -20.962 0.832
60696.630903 20.725 0.657
60697.566187 20.441 0.93
60697.571772 20.773 0.875
60697.576215 -20.728 0.979
60699.57434 20.557 0.65
60700.575934 -20.904 0.887
60700.584315 -21.182 0.848
60708.604503 -20.686 0.64
60708.622417 20.323 0.483
60710.555324 20.92 0.958
60711.554187 20.854 0.803
60711.563491 20.118 0.456
60712.594928 -20.986 0.673
