2024eny 0.041 249.981542 48.765989
filter ATri
60683.629534 -19.981 0.397
60683.632859 -20.236 0.473
60683.639849 -19.968 0.413
60687.614477 -19.151 0.661
60691.624127 20.102 0.62
60691.640243 20.338 0.809
60691.657536 20.282 0.93
60691.659496 -19.881 0.651
60693.646247 -20.12 0.608
60693.672548 19.044 0.405
60695.642739 20.609 0.902
60697.603005 -19.901 0.516
60699.641269 -20.695 0.952
60699.658338 -20.799 0.873
60709.626039 -20.986 0.929
60711.577607 -19.759 0.402
60711.581465 -19.988 0.561
