ATLAS2020exs -99999 -99999 -99999
filter ATri
60687.564499 -19.273 0.532
60693.569422 20.046 0.534
60693.580461 15.808 0.009
60695.514155 21.007 0.985
60697.483596 -20.816 0.87
60697.49289 -19.757 0.325
60697.497083 -20.369 0.545
60699.567048 -21.066 0.956
60699.58451 20.884 0.739
60709.548306 -20.578 0.644
60709.557053 20.033 0.389
60711.456802 -19.864 0.339
60711.461851 -20.45 0.626
60711.466438 -20.489 0.685
