2024tyh 0.0558 88.5331875 41.6921843
filter ATgr
60699.384029 20.598 0.554
filter ATri
60682.383778 -20.837 0.684
60682.42799 -20.293 0.405
60683.400032 -20.661 0.848
60684.359872 -20.027 0.464
60685.414123 18.93 0.498
60685.424253 0.0 0.0
60685.452863 -20.44 0.911
60690.452129 20.043 0.537
60690.513681 -19.05 0.527
60691.387933 20.787 0.995
60691.395224 -20.213 0.505
60691.399848 19.912 0.602
60691.420401 -19.952 0.567
60691.478784 20.328 0.583
60691.491488 -20.472 0.874
60691.492439 20.47 0.832
60691.494292 -20.522 0.921
60693.27723 -20.543 0.485
60693.304718 -21.171 0.968
60697.471653 -19.575 0.664
60697.485369 -20.624 0.767
60708.311248 20.988 0.697
60709.338001 -20.484 0.493
60709.353629 -20.588 0.511
60709.365331 -20.422 0.487
60710.32153 -20.581 0.658
60710.33125 20.91 0.631
60710.462856 20.658 0.578
60710.468276 -20.016 0.43
