2021agef 0.013 93.1303256 6.6977794
filter ATgr
60696.405742 20.624 0.535
60696.419144 20.955 0.739
60699.134176 21.022 0.738
60699.143247 20.355 0.5
60700.374319 16.22 0.703
60700.394907 -18.759 0.827
60703.126244 20.904 0.826
60703.129428 21.029 0.791
60703.139421 -20.668 0.592
60704.396478 19.923 0.569
60704.402407 -19.487 0.608
60707.119304 -20.737 0.644
60707.12522 -20.949 0.884
60708.368069 -20.317 0.52
60708.374039 -20.782 0.628
60708.393174 -21.016 0.902
filter ATri
60684.411659 -19.085 0.2
60684.418546 20.376 0.624
60684.858607 19.488 0.51
60690.414886 -19.602 0.362
60690.425612 -20.276 0.627
60690.429267 -20.085 0.588
60690.434457 -20.152 0.637
60690.437244 -19.944 0.574
60690.45036 -19.493 0.251
60690.464041 -19.844 0.755
60690.482408 18.907 0.267
60691.207517 19.398 0.65
60691.217984 19.523 0.742
60691.22567 19.447 0.749
60692.432253 -20.067 0.551
60692.910082 -20.359 0.768
60692.951033 -20.021 0.556
60694.424506 -20.405 0.569
60694.443323 -20.432 0.596
60695.213134 -20.572 0.81
60696.83501 -20.731 0.967
60696.854837 19.544 0.391
60696.856652 -19.813 0.398
60696.859818 20.62 0.89
60698.414751 20.75 0.522
60698.424993 21.07 0.918
60700.878346 -20.274 0.408
60700.881967 20.984 0.98
60704.870255 20.618 0.728
60704.873421 20.806 0.917
60708.926464 20.15 0.491
60708.948274 -20.406 0.759
60712.337901 20.031 0.594
60712.341553 20.314 0.72
