ATLAS2024pwn -99999 -99999 -99999
filter ATgr
60684.07834 -20.738 0.676
60684.081966 20.492 0.53
60702.319025 20.706 0.636
60702.336952 -20.655 0.549
60705.31961 21.237 0.986
60705.374298 20.377 0.466
60706.31636 20.175 0.338
60709.299731 -20.996 0.75
60709.306551 19.916 0.371
60710.31567 20.548 0.413
60710.323366 -20.928 0.625
60710.334292 20.016 0.318
filter ATri
60682.331171 19.432 0.222
60682.33407 -19.986 0.42
60682.356031 20.347 0.431
60682.366253 19.864 0.656
60685.333218 20.063 0.379
60685.358306 -20.189 0.648
60686.332416 -20.362 0.545
60686.351734 -19.795 0.422
60689.34194 19.59 0.393
60689.349637 -19.985 0.64
60690.332991 19.463 0.554
60692.103797 20.076 0.758
60693.334108 -19.652 0.414
60693.344692 19.949 0.71
60693.357911 20.504 0.969
60693.360185 -20.49 0.84
60693.374478 -20.112 0.983
60694.327266 20.075 0.764
60694.330026 -20.476 0.802
60695.059675 -19.887 0.543
60695.068359 -20.364 0.738
60697.33649 -19.291 0.587
60697.339763 19.303 0.558
60698.308192 19.874 0.5
60698.318343 -20.245 0.793
60699.017453 -20.833 0.953
60699.03307 -20.432 0.742
60707.050035 -20.814 0.802
60707.069301 20.541 0.702
60708.043436 20.887 0.943
60708.06407 -19.58 0.254
60711.037119 -19.892 0.344
