2024aeyv 0.052 116.978968571 -48.1512014286
filter ATgr
60700.205995 20.197 0.329
60700.239515 19.628 0.191
60700.246905 19.84 0.198
60700.253959 19.855 0.242
60704.178262 19.89 0.318
60704.181434 19.607 0.238
60704.191595 19.829 0.261
60704.197558 20.062 0.368
60708.173189 20.128 0.309
60708.176396 20.294 0.415
60708.183358 20.523 0.52
60708.193524 20.949 0.726
filter ATri
60684.193774 18.681 0.139
60684.196931 19.169 0.283
60684.202471 18.833 0.196
60684.237858 18.649 0.156
60685.967189 19.048 0.176
60685.970358 19.357 0.286
60685.99296 18.947 0.156
60685.998854 19.148 0.235
60688.254143 19.154 0.354
60688.258796 19.01 0.34
60688.26573 18.666 0.267
60688.275937 19.792 0.695
60692.144237 20.339 0.782
60692.147427 19.836 0.594
60692.182533 19.133 0.379
60692.185451 19.882 0.426
60693.964768 20.321 0.567
60693.967927 19.998 0.397
60693.994608 20.009 0.541
60694.000585 19.992 0.446
60696.181622 19.833 0.43
60696.191705 19.367 0.264
60696.218619 19.838 0.399
60696.222488 19.665 0.376
60697.925023 19.277 0.2
60697.928258 20.408 0.625
60697.933471 19.62 0.243
60697.964356 16.978 0.768
60705.915044 20.333 0.524
60705.920931 19.547 0.229
60705.924107 19.729 0.239
60705.957821 19.496 0.219
60709.916691 19.75 0.279
60709.91986 19.28 0.195
60709.925783 20.212 0.409
