2020nmo 0.08 340.661119012 33.7139065737
filter ATgr
60694.234552 -20.425 0.663
60694.244663 -20.609 0.835
60697.222504 -19.922 0.461
filter ATri
60684.247977 19.507 0.486
60684.250796 -19.952 0.571
60684.256342 -20.03 0.577
60684.275347 -20.206 0.743
60685.251217 19.11 0.376
60686.231088 -18.808 0.41
60686.234265 -17.785 0.477
60689.219431 -19.898 0.881
60689.229028 -19.571 0.487
60689.246403 -19.635 0.641
60690.214413 20.107 0.642
60690.218517 20.049 0.558
60695.221522 20.412 0.774
60696.23444 -20.93 0.87
60699.224728 -20.523 0.765
60699.227998 -20.555 0.847
