2024ejr 0.04 105.990191687 27.9023611064
filter ATgr
60709.373262 -20.797 0.698
filter ATri
60682.439703 -19.309 0.256
60682.46431 -19.647 0.455
60682.467303 -19.099 0.141
60682.491916 -19.498 0.216
60684.374839 -19.761 0.432
60684.401269 -19.567 0.294
60692.461816 -20.466 0.748
60692.470518 -20.03 0.528
60693.424767 -20.417 0.718
60693.428851 -20.274 0.708
60694.418311 -19.642 0.31
60694.421516 -18.883 0.122
60694.42698 -19.123 0.197
60694.438033 -18.85 0.16
60695.364852 15.728 0.007
60695.400029 -20.719 0.68
60695.411754 -20.318 0.455
60696.387315 -19.879 0.34
60696.391568 -20.946 0.77
60696.407284 -19.878 0.326
60697.277705 20.474 0.543
60699.388118 -19.996 0.295
60699.402059 -20.823 0.626
60700.45448 -20.426 0.466
60700.460079 -20.207 0.507
60703.414834 -19.536 0.217
60703.56746 -20.649 0.863
60704.392796 -19.395 0.301
60704.396012 -19.34 0.262
60704.413006 -19.04 0.225
60708.365405 -19.974 0.365
60708.368379 -20.013 0.409
60708.400225 20.767 0.773
60710.35611 -19.355 0.226
60710.389994 -19.673 0.352
60711.246339 -20.104 0.443
60711.251524 -20.374 0.623
