2020xom 0.12 81.6395466667 -7.961455
filter ATgr
60700.355223 0.0 0.0
60700.358868 0.0 0.0
60700.377608 -17.511 0.873
60700.379895 -20.403 0.779
60703.115682 -20.643 0.583
60703.121139 20.994 0.844
60704.408815 19.258 0.827
60707.120667 21.295 0.929
filter ATri
60684.881257 20.34 0.959
60688.911734 19.896 0.715
60690.409404 -20.132 0.703
60691.230262 19.889 0.957
60692.411674 20.325 0.808
60692.980451 -20.416 0.924
60692.987255 -19.955 0.705
60695.166603 -19.748 0.529
60696.804723 20.505 0.651
60698.364673 -20.918 0.702
60698.382666 20.576 0.567
60700.855678 20.547 0.912
60700.867946 -20.561 0.741
60700.890578 20.341 0.559
60704.86799 -20.931 0.8
60708.895657 20.727 0.809
60711.101768 -19.793 0.72
