2024bzx 0.063 190.711435452 20.6869675157
filter ATgr
60710.514313 20.923 0.698
filter ATri
60684.555272 -20.725 0.51
60684.567355 20.919 0.669
60691.557049 -20.668 0.981
60693.546766 19.526 0.284
60694.562765 19.732 0.464
60694.575112 -20.258 0.695
60695.564347 -20.65 0.638
60696.558616 19.087 0.526
60696.563282 -20.29 0.819
60700.622003 -20.878 0.559
60700.628064 20.593 0.519
60703.605436 -21.33 0.962
60703.63069 -20.576 0.504
60703.637635 21.176 0.916
60704.546175 20.266 0.432
60710.459847 -20.262 0.39
60711.470289 21.147 0.756
60711.484558 20.415 0.476
