2020fht 0.06845 238.136708 22.479961
filter ATgr
60709.601755 -20.696 0.602
60709.612089 -20.605 0.586
60710.586808 -20.668 0.597
60710.59422 -21.102 0.919
60710.604812 -20.587 0.44
filter ATri
60690.637486 19.97 0.656
60690.649652 -20.04 0.613
60691.631918 -20.096 0.52
60691.640203 -20.458 0.767
60691.65788 -20.409 0.686
60692.654108 -20.185 0.464
60693.628473 -20.03 0.476
60694.647512 -20.715 0.93
60695.648955 20.048 0.462
60695.658885 -20.121 0.463
60695.664545 -20.341 0.552
60696.635174 -20.363 0.5
60697.585879 19.996 0.41
60699.535614 -20.113 0.606
60699.56109 20.198 0.643
60704.651049 19.497 0.626
60708.602176 20.459 0.474
60708.617683 -20.86 0.822
60710.557673 20.509 0.652
60711.575219 20.872 0.798
60712.590275 -20.503 0.5
