ATLAS2024adac -99999 -99999 -99999
filter ATgr
60695.228949 20.835 0.706
60695.234953 -20.847 0.696
60699.263962 -20.806 0.537
60699.267232 20.192 0.362
filter ATri
60683.254124 20.246 0.655
60683.263933 20.239 0.593
60685.285771 20.091 0.61
60685.294144 19.614 0.736
60687.272097 20.012 0.628
60687.276721 19.798 0.552
60688.294858 -14.154 0.395
60688.320888 0.0 0.0
60690.332811 18.812 0.268
60691.318622 20.432 0.893
60691.342167 -20.496 0.961
60691.357061 19.137 0.331
60693.282547 20.127 0.447
60693.325621 20.71 0.949
60693.328887 20.647 0.932
60695.316928 20.089 0.481
60695.33502 19.912 0.464
60697.243817 20.777 0.615
60697.291759 20.616 0.593
60697.309156 -20.36 0.492
