2018aqy 0.07 128.9392882 28.2702548
filter ATgr
60702.655735 -17.277 0.705
60709.384199 -21.052 0.709
60709.443496 -20.592 0.434
filter ATri
60684.419219 20.762 0.773
60684.421047 20.044 0.431
60686.392533 -20.087 0.882
60686.395715 20.101 0.996
60692.497332 20.232 0.981
60692.520017 -20.149 0.643
60693.485828 20.584 0.793
60693.522963 20.6 0.797
60694.459529 -20.179 0.529
60694.496489 20.777 0.852
60695.454331 20.878 0.738
60695.459549 21.043 0.941
60695.462342 -20.727 0.66
60696.486942 -17.874 0.325
60696.492066 -20.848 0.783
60697.589423 18.426 0.526
60699.493484 -20.924 0.717
60700.497344 19.843 0.512
60703.588419 21.023 0.888
60703.609761 20.958 0.855
60704.492199 -18.913 0.472
60708.470442 20.753 0.543
60708.474126 20.786 0.636
60708.514423 -21.019 0.776
60710.370387 20.978 0.939
60710.3769 21.2 0.976
60710.380485 20.939 0.87
60711.296099 20.707 0.858
60712.338657 -20.087 0.47
60713.064948 20.33 0.861
