2024vuu 0.0212 348.642747384 6.55647327305
filter ATri
60684.216495 20.132 0.596
60684.229778 -20.156 0.718
60688.224413 -18.864 0.345
60688.230319 -19.2 0.486
60689.234073 19.799 0.758
60689.237247 19.073 0.34
60689.253332 -19.401 0.68
60690.214213 19.59 0.35
60690.218329 19.521 0.357
60694.223426 -19.895 0.402
60694.227133 -20.868 0.898
60694.237343 -20.732 0.882
