2024nsk 0.0729 226.2198051 20.0981542
filter ATgr
60709.602684 21.07 0.753
60709.612551 20.338 0.356
60710.555323 -20.923 0.632
60710.56804 -20.967 0.617
60710.568944 -21.346 0.875
60710.572298 -21.597 0.966
60710.582685 -21.186 0.733
filter ATri
60682.639446 21.226 0.98
60684.622975 21.337 0.988
60684.633343 20.242 0.356
60691.62532 20.499 0.779
60691.630966 20.504 0.725
60693.62382 20.227 0.51
60693.649457 20.784 0.928
60694.63502 -20.884 0.856
60694.655577 -20.025 0.613
60694.658388 20.589 0.591
60694.662543 19.973 0.436
60694.673713 18.97 0.247
60695.622235 19.807 0.359
60695.633519 20.299 0.583
60695.640102 19.947 0.38
60695.652218 20.23 0.453
60695.663587 20.43 0.536
60696.615847 19.821 0.391
60696.619664 20.533 0.578
60696.633745 20.942 0.827
60697.557061 20.046 0.584
60699.633451 20.708 0.638
60699.636356 20.238 0.421
60699.639623 20.737 0.596
60699.64331 -20.388 0.646
60699.656338 20.227 0.39
60699.6568 19.803 0.291
60704.612519 -20.087 0.588
60704.614399 19.7 0.397
60708.596607 20.977 0.765
60708.611052 20.268 0.439
60711.548876 20.795 0.644
60711.558111 20.347 0.469
60711.562569 -21.268 0.818
60711.585394 -20.923 0.681
