2018bae 0.07 223.2063011 18.0802278
filter ATgr
60709.599893 21.117 0.667
60710.555323 21.511 0.966
60710.561799 20.389 0.424
60710.582685 -21.199 0.896
filter ATri
60690.611627 -19.68 0.512
60692.639941 -20.317 0.585
60692.655985 19.754 0.664
60693.634554 20.673 0.687
60693.641529 20.359 0.589
60695.622235 -20.392 0.557
60695.633519 20.09 0.463
60699.638201 -20.793 0.718
60699.64331 20.414 0.434
60699.6568 20.41 0.454
60700.588956 20.975 0.62
60700.591805 -20.54 0.493
60704.619997 20.673 0.764
60704.622787 19.799 0.406
60704.628852 20.287 0.818
60708.604965 21.294 0.955
60708.611052 -20.647 0.635
60710.659881 20.869 0.733
60711.548876 -20.513 0.532
