2020yeo 0.03 65.9869250154 4.51428033888
filter ATgr
60695.118041 20.102 0.516
60696.357337 -20.709 0.693
60696.362831 -20.84 0.873
60699.074557 20.542 0.548
60699.079685 20.758 0.669
60699.099126 21.269 0.962
60700.318062 -17.738 0.623
60700.327211 -17.094 0.687
60703.068158 20.189 0.344
60703.079195 20.785 0.702
60707.07067 20.801 0.869
60707.071574 -19.796 0.325
60707.073839 -20.099 0.409
60707.097022 -20.618 0.671
60708.298237 20.058 0.476
60708.311529 20.394 0.513
60708.321622 20.672 0.655
filter ATri
60687.09851 18.659 0.695
60687.101706 18.687 0.484
60687.107163 -18.672 0.508
60687.124443 -18.017 0.367
60688.467476 -18.937 0.605
60688.47804 -18.585 0.482
60688.875974 -19.752 0.682
60688.88501 -20.094 0.922
60688.894951 18.829 0.743
60690.388243 -19.636 0.331
60691.15034 -20.01 0.676
60691.171719 20.147 0.961
60692.905423 20.466 0.844
60692.941697 -19.818 0.535
60694.343451 -21.107 0.791
60694.375108 -20.271 0.478
60694.375565 -20.891 0.743
60694.393869 -20.283 0.502
60698.355815 -21.317 0.875
60698.372996 20.333 0.403
60700.835785 -20.668 0.731
60704.828373 -20.07 0.386
60704.83699 -19.926 0.386
60704.84878 -20.252 0.576
60708.79061 19.662 0.313
60708.793774 -19.187 0.249
60708.809258 -20.535 0.68
60711.088031 -20.223 0.616
60712.298582 19.817 0.499
60712.787565 -19.825 0.845
60712.796205 -19.849 0.762
