2024luo 0.017 10.074 2.756631
filter ATgr
60696.245118 -19.859 0.403
60696.259769 -19.594 0.296
60696.266608 -19.538 0.251
filter ATri
60684.264547 -21.322 2.465
60684.270504 -24.982 69.333
60684.273669 -20.729 1.61
60684.297928 -20.871 2.457
60690.245948 -20.883 1.196
60690.249155 -19.886 0.568
60690.256111 -19.919 0.634
60690.266319 -19.739 0.396
60692.790613 -19.247 0.437
60692.791064 -19.042 0.361
60692.795621 -20.17 0.977
60692.796526 -19.789 0.607
60692.799696 -19.982 0.597
60692.801505 -19.671 0.562
60692.816042 -20.054 0.659
60692.819708 -21.844 3.774
60694.254924 -19.997 0.387
60694.257744 -20.431 0.582
60694.263769 -20.789 0.738
60694.276329 21.162 1.04
