2024aeuh 0.031 10.121460766667 6.6895334
filter ATgr
60696.236884 18.305 0.08
60696.240078 18.356 0.083
60696.258404 18.389 0.092
60696.26843 18.329 0.089
filter ATri
60684.271407 17.565 0.062
60684.274572 17.456 0.072
60684.298846 17.711 0.079
60684.317369 17.408 0.071
60689.256975 18.057 0.125
60689.259741 18.014 0.126
60689.265216 17.879 0.101
60689.275718 17.873 0.128
60690.245948 18.032 0.09
60690.249155 18.061 0.096
60690.249613 18.019 0.089
60690.252397 18.092 0.103
60690.256111 17.789 0.076
60690.257984 17.846 0.085
60690.266319 17.782 0.08
60690.271007 17.882 0.09
60690.273889 18.403 0.152
60690.277118 18.127 0.134
60690.282616 17.763 0.095
60692.791064 17.737 0.112
60692.795621 18.047 0.113
60692.801505 18.184 0.127
60692.816042 18.071 0.125
60694.247983 18.15 0.068
60694.251194 18.194 0.076
60694.256792 18.163 0.068
60694.272604 18.041 0.067
