2020bqm 0.018173 10.28985535 16.46153565
filter ATgr
60694.247475 -21.18 0.974
60694.267613 -20.606 0.768
filter ATri
60688.250814 -14.002 0.535
60688.274474 -15.488 0.851
60689.257426 -20.203 0.664
60690.25007 20.096 0.615
60693.322623 19.84 0.534
60693.336534 20.151 0.865
60695.291223 20.311 0.603
60696.239959 20.799 0.691
60699.230337 20.592 0.748
60699.249283 -20.805 0.796
60704.233757 -20.573 0.633
60704.245431 20.879 0.843
60712.243658 -20.3 0.895
60712.24412 -19.427 0.389
60712.246898 -20.169 0.714
60712.253387 -20.41 0.937
60713.244423 20.14 0.996
60713.253539 18.852 0.563
60713.25674 -20.232 0.918
