2020acma 0.014 159.491083 -28.90855
filter ATgr
60701.217239 -21.006 0.789
60701.247938 -20.416 0.714
60701.248389 -20.43 0.494
60702.19626 20.201 0.327
60706.212484 17.702 0.577
60706.253276 21.277 0.987
60710.230107 -21.18 0.912
filter ATri
60685.226981 20.155 0.759
60686.254122 -20.432 0.718
60686.25912 20.525 0.829
60687.00485 20.272 0.651
60690.259398 -19.875 0.718
60690.262566 19.947 0.758
60690.99523 -19.677 0.49
60691.007937 -20.173 0.839
60691.941153 -19.531 0.393
60691.944384 19.336 0.408
60693.234963 -20.165 0.92
60694.266687 20.411 0.749
60695.005609 20.71 0.986
60698.243944 20.556 0.598
60698.24966 -20.445 0.612
60698.252847 -20.84 0.851
60698.258634 20.71 0.637
60698.97633 20.767 0.785
60698.985923 20.668 0.714
60698.989129 20.954 0.94
60699.02102 19.742 0.302
60699.987079 20.228 0.6
60703.983132 18.61 0.574
60707.972152 -20.585 0.548
60710.946677 20.675 0.739
60710.954521 -20.64 0.61
60713.134071 -19.429 0.627
60713.205583 20.867 0.631
60713.402143 -21.048 0.815
60713.452696 -21.166 0.767
