2005am 0.0079 139.05196 -16.30444
filter B
53436.63 13.859 0.004
53438.6 13.887 0.005
53444.65 14.354 0.009
53445.64 14.473 0.008
53446.64 14.612 0.006
53452.57 15.454 0.011
53453.56 15.599 0.008
53454.58 15.714 0.011
53455.65 15.88 0.011
53456.56 15.97 0.01
53457.57 16.066 0.01
53458.54 16.181 0.01
53459.67 16.307 0.01
53460.5 16.393 0.011
53461.5 16.453 0.011
53464.53 16.686 0.011
53465.53 16.746 0.012
53466.52 16.786 0.012
53467.63 16.825 0.012
53468.53 16.863 0.011
53472.5 16.967 0.013
53473.48 17.012 0.012
53474.5 17.02 0.012
53475.49 17.057 0.014
53476.49 17.049 0.015
53477.48 17.084 0.013
53478.48 17.12 0.017
53479.48 17.049 0.027
53480.48 17.136 0.017
53481.47 17.168 0.014
53482.51 17.136 0.022
53483.51 17.187 0.016
53489.5 17.301 0.015
53490.46 17.291 0.019
53512.46 17.551 0.02
filter H
53433.71 14.261 0.02
53433.72 14.266 0.02
53455.53 14.392 0.018
53455.54 14.4 0.018
53456.53 14.357 0.024
53461.6 14.644 0.02
53461.61 14.604 0.018
53462.51 14.733 0.022
53462.52 14.787 0.054
filter J
53461.6 15.155 0.022
53461.61 15.139 0.023
53462.51 15.295 0.038
53462.52 15.296 0.038
filter V0
53436.63 13.792 0.003
53438.6 13.776 0.005
53444.65 13.986 0.007
53445.64 14.053 0.006
53452.57 14.553 0.009
53453.56 14.63 0.007
53454.58 14.704 0.008
53455.65 14.78 0.007
53456.56 14.855 0.007
53457.57 14.94 0.007
53458.54 15.05 0.006
53459.67 15.166 0.007
53460.5 15.244 0.007
53461.5 15.35 0.008
53464.53 15.569 0.009
53465.53 15.639 0.007
53466.52 15.68 0.007
53467.63 15.727 0.006
53468.53 15.779 0.008
53472.5 15.934 0.007
53473.48 15.958 0.007
53474.5 15.999 0.007
53475.49 16.037 0.007
53478.48 16.122 0.009
53479.48 16.097 0.029
53480.48 16.197 0.011
53481.47 16.211 0.009
53482.51 16.261 0.013
53483.51 16.277 0.011
53489.5 16.45 0.009
53512.46 17.079 0.015
filter Ydw
53454.57 14.323 0.022
53454.57 14.335 0.021
53455.53 14.248 0.018
53455.54 14.248 0.018
53456.53 14.169 0.02
53461.6 14.13 0.021
53461.61 14.135 0.02
53462.51 14.209 0.018
53462.52 14.198 0.018
filter g
53436.63 13.776 0.003
53438.6 13.796 0.005
53445.64 14.206 0.007
53446.64 14.306 0.004
53451.56 14.87 0.009
53452.57 14.995 0.008
53453.56 15.115 0.009
53454.58 15.233 0.007
53455.65 15.365 0.006
53456.56 15.485 0.007
53457.57 15.586 0.007
53458.54 15.721 0.006
53459.67 15.837 0.007
53460.5 15.922 0.008
53461.5 16.019 0.009
53464.53 16.23 0.008
53465.53 16.298 0.007
53466.52 16.347 0.007
53467.63 16.37 0.007
53468.53 16.417 0.007
53472.5 16.519 0.007
53473.48 16.56 0.009
53474.5 16.583 0.007
53475.49 16.637 0.008
53477.48 16.676 0.008
53478.48 16.682 0.011
53479.48 16.732 0.033
53480.48 16.714 0.009
53481.47 16.712 0.01
53482.51 16.756 0.014
53483.51 16.772 0.009
53489.5 16.878 0.009
53490.46 16.91 0.01
53512.46 17.256 0.013
filter i
53436.63 14.303 0.004
53438.6 14.34 0.008
53446.64 14.905 0.008
53451.56 14.782 0.019
53454.58 14.708 0.009
53455.65 14.691 0.008
53456.56 14.688 0.006
53458.54 14.747 0.006
53459.67 14.828 0.006
53464.53 15.281 0.008
53465.53 15.364 0.008
53466.52 15.434 0.008
53467.63 15.487 0.006
53472.5 15.765 0.008
53473.48 15.82 0.008
53474.5 15.865 0.008
53475.49 15.92 0.008
53479.48 16.117 0.028
53480.48 16.147 0.009
53481.47 16.168 0.01
53482.51 16.218 0.016
53489.5 16.505 0.01
53490.46 16.554 0.01
filter r
53436.63 13.767 0.004
53438.6 13.733 0.005
53451.56 14.405 0.008
53454.58 14.449 0.006
53455.65 14.484 0.006
53456.56 14.532 0.005
53457.57 14.601 0.007
53458.54 14.683 0.005
53459.67 14.793 0.006
53465.53 15.291 0.006
53466.52 15.357 0.006
53467.63 15.41 0.005
53472.5 15.633 0.006
53474.5 15.707 0.007
53475.49 15.744 0.007
53479.48 15.92 0.019
53480.48 15.95 0.009
53481.47 15.994 0.008
53483.51 16.04 0.009
53489.5 16.262 0.009
53490.46 16.308 0.009
filter u
53432.58 14.602 0.009
53436.63 14.458 0.006
53438.6 14.572 0.009
53444.65 15.288 0.009
53445.64 15.409 0.01
53446.64 15.566 0.01
53452.57 16.625 0.015
53453.56 16.72 0.016
53454.58 16.876 0.02
53455.65 17.05 0.025
53456.56 17.094 0.022
53457.57 17.243 0.02
53458.54 17.33 0.023
53459.67 17.421 0.026
53460.5 17.497 0.024
53461.5 17.602 0.022
53464.53 17.752 0.025
53465.53 17.78 0.019
53466.52 17.876 0.024
53467.63 17.899 0.017
53468.53 17.908 0.016
53472.5 18.036 0.018
53473.48 18.073 0.018
53474.5 18.111 0.014
53475.49 18.148 0.016
53476.49 18.119 0.014
53477.48 18.156 0.017
53478.48 18.149 0.017
53479.48 18.219 0.05
53480.48 18.213 0.017
53481.47 18.238 0.024
53482.51 18.091 0.044
53483.51 18.262 0.02
53489.5 18.458 0.018
53490.46 18.476 0.017
53491.47 18.463 0.026
53512.46 18.924 0.031
