2021aggb 0.075 44.581046614 3.73817210097
filter ATgr
60695.080505 21.182 0.957
60695.095645 21.044 0.926
60695.101998 20.185 0.419
60696.310712 20.661 0.647
60699.042819 -21.026 0.726
60700.300313 -15.443 0.318
60703.03503 -20.09 0.569
60703.042696 20.499 0.548
60703.059123 21.18 0.938
60704.302219 -19.12 0.746
60708.261063 20.344 0.915
filter ATri
60687.058334 19.359 0.77
60687.077889 -17.877 0.552
60688.835602 20.223 0.994
60688.845228 -19.831 0.737
60688.855172 -20.033 0.725
60690.34327 -20.157 0.574
60690.357143 20.439 0.882
60691.117592 -19.146 0.247
60692.322192 -20.429 0.606
60692.357048 -20.207 0.529
60694.382669 20.606 0.806
60698.333781 -20.764 0.639
60698.337973 -20.962 0.763
60700.796306 20.591 0.69
60712.250829 18.911 0.23
60712.254958 19.858 0.545
60712.270525 19.435 0.343
