2023acha 0.034 251.215881051 52.767063688
filter ATri
60683.632859 20.685 0.905
60683.635643 -19.875 0.303
60683.660614 20.824 0.758
60687.599467 19.434 0.635
60687.614477 19.768 0.987
60691.641618 -20.609 0.956
60691.660416 20.043 0.53
60695.654255 20.368 0.617
60695.663 -20.333 0.571
60695.671762 19.936 0.989
60697.645903 18.941 0.623
60699.658338 -21.129 0.917
60709.628807 20.529 0.547
60710.584075 -20.245 0.494
