2020wux 0.066 20.8833543406 -19.1709948779
filter ATgr
60694.066722 -20.984 0.532
60697.11474 20.913 0.892
60701.03458 -19.774 0.454
60701.040012 -20.657 0.652
60702.037386 20.48 0.735
60706.034991 -20.173 0.594
60706.042774 -20.698 0.709
filter ATri
60685.101743 -19.806 0.446
60686.08311 -19.859 0.706
60686.108223 -19.968 0.771
60686.113424 -20.126 0.958
60686.884235 19.373 0.716
60687.831307 18.807 0.495
60689.096043 -19.416 0.697
60690.057765 19.973 0.559
60690.81824 20.297 0.682
60690.839936 -19.444 0.517
60691.795431 -20.725 0.631
60693.057879 -20.151 0.444
60695.804037 -20.175 0.463
60695.826919 -20.558 0.755
60699.800505 20.52 0.605
60709.028455 19.217 0.783
60709.032517 19.702 0.837
60710.031909 -19.853 0.756
60710.039687 -19.602 0.485
60711.775384 -19.647 0.877
60711.789005 19.662 0.427
60711.794467 -20.436 0.915
