ATLAS2024xhg -99999 -99999 -99999
filter ATri
60693.598747 19.714 0.408
60697.551307 19.482 0.373
60697.558129 19.874 0.378
60697.565893 19.47 0.305
60697.57731 18.865 0.352
60699.655535 20.37 0.452
60709.620469 -21.197 0.947
60709.640363 20.386 0.537
60710.564808 19.982 0.399
60710.569279 20.265 0.536
60710.574146 20.112 0.454
60711.540157 20.216 0.57
60711.556966 19.655 0.302
