ATLAS2021akb -99999 -99999 -99999
filter ATgr
60685.055565 -21.377 0.955
60685.063758 20.906 0.571
60685.072373 20.834 0.657
60700.507893 -19.893 0.571
60700.509701 20.023 0.52
60700.512881 20.879 0.697
60700.51831 21.401 0.928
60703.195716 20.866 0.748
60703.200786 -20.461 0.422
60704.51756 18.625 0.456
60704.550223 20.523 0.672
60704.580913 18.981 0.411
60707.168932 20.743 0.818
60707.20437 -20.337 0.488
60708.510283 20.265 0.357
60711.291781 20.031 0.305
60711.329163 -20.913 0.759
60711.335486 -21.107 0.708
60712.54176 20.757 0.581
60712.547599 21.2 0.795
60712.551308 -20.716 0.55
filter ATri
60684.563675 -19.271 0.143
60684.57324 -19.897 0.352
60689.036185 -19.988 0.554
60689.038442 19.959 0.728
60689.052069 -20.077 0.803
60690.503924 -19.553 0.504
60690.515924 -20.001 0.598
60691.284595 -18.575 0.486
60691.28776 19.601 0.799
60691.293189 18.745 0.458
60695.348816 19.946 0.77
60696.551945 -19.888 0.663
60696.558362 19.824 0.664
60696.561545 -20.197 0.814
60699.325553 -20.866 0.84
60699.364706 -19.515 0.301
60700.955831 20.599 0.667
60700.980261 20.324 0.452
60704.934455 20.375 0.514
60704.936709 21.175 0.835
60704.947579 20.327 0.505
60709.017034 -20.689 0.477
60709.018872 -21.121 0.845
60709.022034 -20.852 0.642
60709.124644 19.735 0.466
