2020eyf 0.0687 196.516420191 24.0550285409
filter ATgr
60709.510839 20.702 0.531
60709.521745 19.948 0.287
60710.504296 19.903 0.289
60710.512407 19.927 0.285
filter ATri
60684.552926 19.414 0.183
60684.567811 20.057 0.274
60684.570661 20.165 0.315
60684.580924 20.648 0.577
60690.556618 20.09 0.833
60690.55986 20.307 0.842
60690.562615 -20.129 0.67
60691.541258 -20.568 0.879
60691.559393 -20.679 0.902
60691.562254 19.933 0.534
60691.5683 19.488 0.314
60692.536342 20.427 0.664
60692.541413 -19.841 0.447
60693.562316 20.408 0.811
60694.56412 19.572 0.379
60694.577129 19.867 0.389
60695.569872 19.936 0.334
60695.574993 19.308 0.23
60695.580046 19.646 0.294
60696.564653 -19.735 0.73
60696.565567 20.37 0.905
60696.566481 19.368 0.486
60696.569232 19.88 0.594
60696.572782 18.783 0.779
60697.473373 -16.47 0.226
60699.571086 20.208 0.376
60699.575299 19.602 0.178
60699.582072 20.397 0.417
60700.577337 21.448 0.985
60700.580148 21.094 0.826
60703.633035 20.391 0.309
60703.63671 20.031 0.26
60703.641799 19.428 0.148
60703.65524 20.523 0.5
60703.671652 19.347 0.347
60704.555346 -20.066 0.329
60704.55818 20.262 0.317
60704.560922 20.054 0.316
60704.567024 20.016 0.307
60708.532318 20.234 0.43
60708.538275 20.517 0.441
60708.544326 20.89 0.596
60710.473939 20.835 0.833
60710.482263 19.553 0.22
60710.646562 20.934 0.711
60711.472395 20.746 0.598
60711.475231 19.614 0.273
60711.528157 19.675 0.268
60711.664757 -20.803 0.829
60712.511098 20.319 0.374
60712.513844 20.074 0.297
