2020duf 0.06 52.9046932 40.1088366
filter ATgr
60695.09655 21.161 0.828
60695.099721 20.283 0.376
60695.10521 -20.549 0.46
60695.125872 20.698 0.615
60699.053225 21.263 0.791
60699.056421 20.686 0.474
60699.06234 20.761 0.603
60699.07876 20.697 0.528
60700.292931 -19.312 0.784
60700.30306 -16.327 0.675
60700.311721 18.395 0.269
60703.060024 20.202 0.404
60707.048844 20.867 0.678
60708.289074 -20.16 0.676
60708.294561 -19.469 0.346
filter ATri
60682.280216 -18.155 0.081
60682.283419 19.29 0.245
60682.290775 20.39 0.585
60682.300958 19.895 0.379
60683.050829 -19.54 0.457
60683.053995 -20.212 0.992
60683.072441 19.859 0.738
60684.311193 19.96 0.554
60684.314386 19.414 0.341
60684.320709 19.2 0.312
60684.824463 20.186 0.953
60684.828085 -20.044 0.919
60684.833525 19.338 0.432
60687.09215 19.552 0.528
60687.095335 18.775 0.271
60687.101238 19.057 0.267
60688.85245 19.529 0.556
60688.868735 19.22 0.383
60690.335808 20.538 0.933
60690.348353 20.571 0.967
60690.36177 19.337 0.319
60691.130772 20.343 0.894
60691.139929 19.562 0.559
60691.157672 19.739 0.705
60692.226288 20.498 0.848
60696.890491 19.553 0.343
60696.913514 20.254 0.686
60698.282323 21.231 0.891
60698.292398 20.057 0.288
60698.295607 20.04 0.256
60698.303145 21.209 0.964
60700.809012 20.877 0.713
60700.81218 19.971 0.362
60700.822137 20.433 0.604
60700.828459 20.211 0.485
60704.803426 -19.432 0.342
60704.807035 -19.793 0.527
60704.82702 -19.779 0.449
60708.777505 19.787 0.516
60708.780667 19.998 0.525
60708.787892 19.953 0.542
60708.807408 20.415 0.677
60711.057599 19.341 0.338
60711.081225 19.436 0.456
