ATLAS2020kpe -99999 -99999 -99999
filter ATri
60687.622003 -19.744 0.897
60687.637671 19.707 0.871
60691.641618 20.381 0.822
60693.659511 20.865 0.949
60693.667092 20.186 0.732
60695.642739 20.843 0.874
60695.674541 19.982 0.834
60697.644963 18.348 0.52
60697.655002 20.759 0.956
60697.662831 19.1 0.411
60697.66602 20.155 0.594
60709.628807 20.08 0.355
60710.597746 20.815 0.913
60711.594453 20.685 0.6
60711.598112 -21.079 0.937
