2020err 0.04 149.426574239 -12.3825576094
filter ATgr
60685.009833 20.735 0.533
60685.016155 -21.643 0.956
60685.022037 19.886 0.263
60700.489076 21.303 0.984
60700.495184 20.83 0.6
60702.280904 20.804 0.566
60702.341833 -21.221 0.987
60704.523171 -19.416 0.841
60704.532233 16.369 0.493
60706.281836 20.771 0.585
60706.36272 19.269 0.155
60708.483304 20.845 0.558
60710.207942 20.913 0.643
60710.209756 20.497 0.409
filter ATri
60684.489753 20.176 0.69
60684.49293 19.697 0.602
60684.510084 18.96 0.587
60687.214142 19.521 0.807
60688.654327 18.979 0.462
60688.968989 19.255 0.41
60690.498843 19.999 0.696
60694.557878 20.319 0.625
60695.924873 -15.889 0.4
60695.928077 14.063 0.413
60695.933515 -15.761 0.65
60698.270437 -20.743 0.574
60698.273624 -20.848 0.787
60698.313922 -21.017 0.946
60698.505437 21.222 0.899
60698.978686 -20.805 0.566
60699.010749 -21.096 0.942
60705.022426 -20.972 0.857
60706.983166 -20.377 0.518
60708.830707 -20.151 0.522
60708.866191 20.675 0.659
60713.12075 -21.316 0.835
60713.127636 20.339 0.47
60713.188306 20.989 0.469
