2025eh 0.07 137.913346641 38.6731107256
filter ATgr
60699.433794 19.309 0.16
60699.436542 19.715 0.224
60699.440189 19.272 0.166
60699.445665 19.691 0.224
60703.471723 19.684 0.204
60703.472177 20.25 0.317
60703.47536 19.873 0.206
60703.475812 19.606 0.174
60703.481738 20.04 0.258
60703.483105 19.985 0.264
60703.492815 20.103 0.258
60703.493268 20.062 0.279
filter ATri
60677.435949 20.201 0.429
60677.459537 19.655 0.217
60677.467371 19.629 0.208
60677.47853 19.676 0.223
60677.483796 20.143 0.405
60677.485604 19.769 0.28
60677.506347 19.825 0.333
60677.509539 19.523 0.251
60678.538211 19.743 0.187
60678.566047 20.247 0.312
60678.594388 19.815 0.233
60678.619426 19.966 0.303
60679.438505 19.006 0.308
60679.440333 19.288 0.418
60681.458089 19.113 0.113
60681.490405 19.238 0.139
60681.493209 19.75 0.245
60681.498406 19.5 0.191
60681.49875 19.319 0.145
60681.500727 19.308 0.173
60681.504861 19.475 0.182
60681.525259 19.284 0.128
60683.46758 19.112 0.194
60683.469405 19.445 0.226
60683.472577 18.945 0.16
60683.478467 19.063 0.174
60683.481202 19.165 0.184
60683.483025 18.741 0.116
60683.485762 18.925 0.127
60683.496096 19.151 0.16
60684.446361 19.213 0.19
60684.448188 19.502 0.214
60684.450936 18.838 0.124
60684.466158 19.108 0.165
60685.449494 19.211 0.239
60685.451802 19.112 0.251
60685.465625 20.086 0.527
60685.468384 19.227 0.242
60686.409404 18.675 0.24
60686.412152 18.664 0.266
60686.415319 19.246 0.416
60686.420802 19.437 0.594
60687.480454 18.743 0.357
60687.508982 18.87 0.255
60687.512326 19.49 0.486
60687.540624 19.287 0.459
60692.508165 18.89 0.196
60692.511832 19.321 0.385
60692.520962 18.687 0.138
60692.555731 18.802 0.175
60693.526472 18.977 0.208
60693.529266 19.082 0.237
60693.534802 18.827 0.173
60693.567853 18.893 0.145
60694.506483 18.854 0.155
60694.537659 19.0 0.168
60694.541285 19.15 0.206
60694.548104 18.909 0.129
60695.414492 19.262 0.166
60695.422553 18.956 0.144
60695.426225 19.275 0.179
60695.437415 19.371 0.202
60695.545525 19.087 0.157
60695.548387 18.795 0.118
60695.584137 19.085 0.156
60695.589708 18.842 0.132
60696.49022 19.089 0.233
60696.518198 19.103 0.144
60696.522321 19.178 0.159
60696.550798 18.806 0.13
60697.611306 19.56 0.578
60697.615203 19.185 0.212
60697.622165 19.088 0.257
60697.634615 19.068 0.163
60699.672872 19.17 0.401
60700.496886 18.917 0.5
60700.508032 19.218 0.17
60700.510804 19.076 0.14
60700.521643 19.424 0.138
60704.498255 19.003 0.741
