2024yt 0.04 210.303625 -22.3221
filter ATgr
60684.072394 -20.49 0.552
60684.081515 20.558 0.553
60702.338759 -20.695 0.559
60705.340382 21.01 0.661
60709.318592 20.983 0.736
60710.316121 20.834 0.677
filter ATri
60685.327039 20.13 0.456
60686.30591 -20.032 0.377
60686.312366 -20.222 0.426
60687.085115 21.078 0.933
60687.092897 -21.066 0.959
60687.105012 -20.323 0.788
60689.356109 -19.597 0.548
60690.32607 -19.241 0.365
60690.329312 20.263 0.959
60690.334857 20.222 0.822
60691.049274 -18.816 0.541
60691.052925 -19.453 0.763
60691.059889 19.58 0.617
60692.090885 19.04 0.423
60692.095606 -19.659 0.478
60692.100589 -20.393 0.8
60692.111281 -19.338 0.497
60693.331763 -19.727 0.469
60694.329575 20.087 0.757
60695.06149 -19.729 0.532
60695.064687 -19.887 0.699
60695.073591 -19.328 0.429
60695.079489 20.156 0.871
60698.33054 20.079 0.761
60698.333304 -20.28 0.811
60699.104588 -20.586 0.722
60700.082822 -20.431 0.672
60707.051387 -20.832 0.843
60711.046171 -20.996 0.781
