2024dix 0.0425500013 156.0363151 47.521177
filter ATri
60685.498987 -20.742 0.739
60685.501801 -20.792 0.841
60685.504586 -20.55 0.698
60687.446274 -19.332 0.47
60693.478356 -20.75 0.884
60693.480656 20.748 0.831
60695.445784 20.972 0.948
60695.46816 -20.542 0.653
60697.35031 -20.922 0.782
60697.35329 -20.981 0.79
60709.498612 -21.013 0.8
