2024jxa 0.044857 144.8077401 20.5042119
filter ATgr
60702.655266 -19.983 0.701
60702.6584 0.0 0.0
60702.671983 -17.201 0.533
60709.407682 20.818 0.52
60710.41846 -21.141 0.849
60710.421184 -21.232 0.912
60710.430985 -20.896 0.607
filter ATri
60682.497476 19.483 0.219
60682.506078 20.352 0.368
60684.454637 -20.348 0.444
60684.45695 20.292 0.566
60684.460924 20.802 0.866
60684.467534 -20.057 0.354
60686.531977 20.324 0.771
60686.558816 19.866 0.43
60686.562004 19.892 0.601
60693.455291 -20.317 0.623
60693.457152 19.749 0.445
60694.469504 20.097 0.508
60695.537629 20.059 0.376
60695.540408 20.282 0.452
60695.547863 -20.341 0.436
60696.466708 20.337 0.432
60696.469473 20.719 0.681
60697.639572 20.376 0.551
60698.6551 16.953 0.722
60698.670018 -18.414 0.574
60699.461281 20.892 0.784
60699.496293 20.577 0.511
60700.514015 -20.617 0.517
60700.527958 -20.225 0.355
60700.53348 -20.688 0.469
60703.611152 20.166 0.455
60703.614428 20.506 0.611
60703.617685 19.608 0.25
60703.622821 20.971 0.819
60703.648006 -19.833 0.619
60704.432966 20.028 0.533
60704.434792 -20.657 0.989
60704.439891 -18.991 0.284
60704.444933 19.601 0.43
60708.384391 19.963 0.285
60708.412363 20.682 0.537
60711.326107 20.104 0.483
60711.331711 20.407 0.562
60711.481821 19.846 0.293
