2006is 0.031 79.39321 -23.78172
filter ATgr
60696.12142 20.425 0.316
60696.124593 21.23 0.886
60696.131723 20.136 0.305
60696.146144 -20.696 0.54
60697.098927 -19.672 0.177
60697.105566 21.032 0.758
60701.112253 -20.893 0.44
60701.116004 -20.145 0.318
60701.131613 -20.714 0.736
60705.112725 20.938 0.648
60705.116036 -21.185 0.882
60705.121135 -20.158 0.34
60705.14812 -20.073 0.297
filter ATri
60685.886586 20.222 0.678
60685.889384 16.058 0.015
60685.9104 19.891 0.333
60688.181292 -19.351 0.972
60691.886238 19.85 0.329
60691.892773 20.009 0.447
60691.904724 -19.514 0.278
60693.139081 -19.053 0.268
60693.149022 20.285 0.714
60693.879884 -19.222 0.198
60693.885821 -20.868 0.87
60695.881235 -19.379 0.25
60697.859166 -20.249 0.405
60697.868212 -20.378 0.391
60699.865959 20.331 0.425
60699.875509 -21.201 0.773
60699.886133 -21.02 0.713
60701.866007 -20.715 0.784
60701.872407 18.999 0.226
60701.885059 -19.865 0.396
60703.864593 -20.158 0.375
60705.851224 -20.125 0.258
60705.854558 -21.531 0.965
60705.860554 21.047 0.809
60705.870631 19.463 0.21
60709.829765 -20.896 0.672
60709.833006 20.094 0.36
60709.838913 19.52 0.217
60709.848923 20.366 0.473
60712.101388 20.147 0.65
60712.111145 -18.484 0.146
