2021agjd 0.044 11.868917 14.752881
filter ATgr
60697.265438 -21.266 0.962
filter ATri
60684.270249 20.233 0.716
60684.299236 19.788 0.537
60689.249608 -19.922 0.709
60689.252857 -20.072 0.836
60689.262954 19.746 0.57
60689.263858 -19.83 0.712
60689.272489 -19.775 0.709
60690.25007 20.354 0.749
60690.258441 20.573 0.929
60690.271464 20.818 0.992
60690.275254 -20.426 0.9
60692.264337 19.789 0.877
60692.267223 19.487 0.967
60692.301147 13.658 0.426
60693.326816 20.35 0.759
60693.336534 -19.767 0.506
60694.223896 21.161 0.951
60694.235021 20.981 0.909
60694.247058 -20.912 0.803
60696.236756 20.61 0.654
60696.262241 20.354 0.576
60704.230475 20.623 0.605
60712.247359 19.343 0.336
