2024fxh 0.05 166.934896804 31.2086384738
filter ATgr
60709.463378 -21.458 0.968
filter ATri
60684.536594 -20.801 0.681
60684.538427 21.19 0.887
60689.664905 -20.154 0.935
60693.453437 20.093 0.588
60694.525818 20.307 0.593
60695.512317 -20.84 0.727
60695.527008 21.015 0.843
60696.534461 -19.525 0.352
60696.537214 19.874 0.622
60697.371251 -20.771 0.607
60697.387627 20.304 0.654
60699.545408 20.803 0.634
60700.563141 -20.601 0.398
60700.569716 20.766 0.56
60700.601759 -21.448 0.896
60704.504106 -19.322 0.738
60704.508714 -18.31 0.43
60704.516115 18.531 0.807
60708.484457 21.068 0.725
60708.498949 21.261 0.825
60708.501699 20.963 0.604
60710.419204 20.408 0.487
60711.406747 -19.903 0.388
