2020npr 0.056342 15.527042 -19.454881
filter ATgr
60694.044268 20.139 0.397
60698.037767 -20.888 0.938
60702.053911 20.753 0.719
60706.030475 -20.266 0.924
60706.033639 -20.413 0.85
60706.040936 -20.097 0.434
filter ATri
60685.052422 -19.84 0.488
60685.071845 20.197 0.821
60686.05422 -19.746 0.755
60686.064491 -19.683 0.786
60686.828056 -19.618 0.621
60687.807461 19.869 0.904
60687.829928 -19.856 0.833
60689.098802 -19.394 0.617
60690.055462 -19.774 0.75
60690.061007 -19.753 0.603
60690.800264 -20.108 0.643
60690.805404 19.726 0.543
60691.786821 -20.135 0.618
60691.803158 -19.873 0.301
60693.034886 -19.846 0.893
60693.044457 19.92 0.433
60693.054651 20.724 0.828
60694.792715 20.263 0.676
60694.79817 -20.715 0.903
60698.790089 20.309 0.745
60698.806157 19.853 0.44
60709.037985 -19.79 0.697
60709.048194 -20.08 0.678
60710.031007 -19.112 0.567
60710.795147 19.38 0.49
60711.774933 19.515 0.633
60711.787604 -20.024 0.641
