ATLAS2019ywq -99999 -99999 -99999
filter ATgr
60685.046496 -21.055 0.693
60700.513333 21.209 0.782
60703.206228 -19.853 0.327
60704.578633 20.145 0.919
60707.25754 21.048 0.971
60707.258892 -20.594 0.477
60707.260695 20.769 0.73
60707.296238 20.281 0.634
60708.51845 20.648 0.408
60711.284983 20.582 0.595
filter ATri
60684.533234 -19.391 0.442
60687.261217 19.182 0.901
60689.052069 19.097 0.371
60690.496097 -19.887 0.572
60690.504381 -19.822 0.526
60695.358329 -20.076 0.966
60695.362453 -19.507 0.391
60696.604459 -20.243 0.446
60696.632237 -20.366 0.527
60696.641102 -20.34 0.556
60698.559753 -20.433 0.474
60698.563907 -20.875 0.765
60699.326457 -20.849 0.777
60699.33054 -20.574 0.736
60699.36611 -20.207 0.441
60704.932644 -20.602 0.437
60709.05992 -20.601 0.483
60709.064033 -21.004 0.641
60709.117255 -20.19 0.402
60709.125573 -20.155 0.797
60712.475974 21.051 0.931
60712.483541 -20.915 0.806
60712.494598 -21.079 0.858
