2024elv 0.047 244.435807547 13.3038753075
filter ATgr
60709.572862 21.148 0.797
60709.581178 20.847 0.663
60710.593693 21.044 0.864
60710.612206 20.51 0.4
60710.615461 -21.14 0.833
filter ATri
60690.632798 19.846 0.592
60690.64687 20.155 0.708
60691.644341 20.342 0.635
60692.610224 -19.793 0.359
60692.62816 19.795 0.383
60693.603665 -20.197 0.608
60693.608807 19.527 0.37
60693.619651 -19.934 0.412
60693.647661 20.75 0.727
60695.645528 20.516 0.741
60695.657033 20.836 0.936
60695.670277 19.219 0.381
60697.632392 -21.003 0.923
60699.648286 -21.097 0.923
60708.595655 -20.493 0.544
60708.60172 -20.498 0.464
60708.611535 -20.47 0.553
60711.582513 -20.411 0.578
