2020erg 0.051 138.613605078 -10.262904588
filter ATgr
60703.301283 20.099 0.333
60704.473831 20.09 0.4
60707.189551 20.338 0.422
60710.205688 -20.955 0.747
60711.221944 20.776 0.608
60711.225114 20.202 0.352
60711.232361 19.926 0.315
60711.243714 20.361 0.384
filter ATri
60684.469049 20.826 0.905
60684.470856 -20.465 0.636
60684.476031 20.497 0.615
60684.482463 20.662 0.966
60684.976284 -20.069 0.441
60684.9781 -20.332 0.511
60684.981734 -20.134 0.433
60688.964003 -19.548 0.599
60688.965806 -19.505 0.73
60688.989483 -19.816 0.854
60693.018913 19.947 0.696
60693.025114 19.787 0.48
60693.028277 20.117 0.712
60693.060331 -20.121 0.78
60694.512944 -19.481 0.262
60694.532453 -20.667 0.766
60695.270024 -20.29 0.683
60695.276401 20.739 0.949
60696.523527 -19.452 0.714
60696.876707 -20.652 0.881
60698.283479 20.472 0.5
60698.311215 20.473 0.529
60698.477972 -21.375 0.967
60698.481645 -20.184 0.355
60699.015348 -20.536 0.534
60699.077474 -20.295 0.465
60699.269404 -20.486 0.658
60699.272576 -18.144 0.081
60699.27802 20.475 0.613
60699.313322 -18.541 0.126
60701.013321 20.717 0.538
60701.018749 20.047 0.322
60701.050433 20.15 0.391
60704.983609 20.082 0.327
60705.023334 20.244 0.319
60708.870273 -20.729 0.607
60708.911216 -21.19 0.885
