2024acdn 0.06 350.620940831 -37.0254877178
filter ATri
60683.78659 18.651 0.437
60683.796111 18.814 0.314
60683.798855 19.241 0.388
60683.821747 18.568 0.206
60685.062843 19.184 0.376
60685.065725 18.629 0.255
60685.087894 18.61 0.305
60685.09368 18.781 0.33
60687.817044 19.731 0.857
60687.825807 18.455 0.35
60687.847708 18.341 0.45
60689.057869 18.779 0.507
60689.061128 18.654 0.476
60689.068612 18.654 0.361
