2024gev 0.029481 217.232397819 51.0238787504
filter ATri
60691.582628 19.623 0.478
60691.585797 -20.119 0.564
60693.578177 20.414 0.617
60693.587522 20.194 0.488
60693.597351 20.447 0.673
60695.613534 21.064 0.961
60697.500576 -18.552 0.83
60699.621478 -21.059 0.959
60699.6284 21.238 0.976
60709.569755 20.467 0.383
60711.485056 20.663 0.633
