2024vke 0.03 49.348 -15.176589
filter ATgr
60695.083748 19.881 0.283
60695.087004 20.182 0.356
60695.093389 20.119 0.332
60695.10846 20.254 0.405
60696.323633 19.798 0.294
60696.326822 20.121 0.366
60696.332738 19.777 0.267
60696.344381 19.797 0.336
60699.045527 19.683 0.281
60699.04869 19.758 0.282
60699.05413 19.549 0.211
60699.06553 19.613 0.222
60701.088598 20.762 0.62
60701.091781 20.031 0.29
60701.113213 19.499 0.208
60701.119247 19.607 0.222
60703.038188 20.228 0.423
60703.042246 20.037 0.304
60703.048147 19.641 0.184
60705.069501 19.736 0.241
60705.072672 20.143 0.347
60705.096723 20.169 0.413
60705.10223 19.805 0.278
filter ATri
60682.278377 19.343 0.218
60682.281587 20.027 0.385
60682.287556 19.511 0.205
60683.053544 19.495 0.399
60683.059035 19.907 0.496
60683.071078 20.109 0.5
60684.296856 19.574 0.379
60684.310741 19.958 0.438
60684.319798 19.058 0.23
60684.805438 19.905 0.681
60684.808597 20.269 0.892
60684.825819 19.629 0.505
60686.13363 19.558 0.509
60686.138886 20.152 0.888
60686.148904 19.437 0.357
60686.880996 19.602 0.45
60686.895691 19.744 0.618
60688.846581 18.927 0.302
60690.124387 19.627 0.655
60690.128365 19.011 0.355
60690.135852 19.668 0.753
60690.8654 19.521 0.384
60690.869095 -19.825 0.508
60690.89808 19.663 0.85
60691.847556 20.335 0.539
60691.850811 20.78 0.879
60691.860566 20.232 0.476
60691.871587 19.352 0.295
60693.089823 19.683 0.431
60693.093008 19.75 0.484
60693.099034 20.411 0.787
60693.121096 19.361 0.419
60694.312498 20.928 0.755
60694.318473 19.747 0.244
60694.322615 20.318 0.447
60694.336556 19.805 0.287
60696.926657 19.411 0.404
60698.280496 20.062 0.294
60698.291028 20.15 0.349
60698.302688 19.648 0.251
60699.829212 20.076 0.377
60699.832407 20.345 0.482
60699.843957 20.474 0.532
60699.859081 20.351 0.54
60703.827419 19.586 0.241
60703.845369 20.297 0.537
60703.857724 20.592 0.758
60706.80963 20.374 0.5
60706.812823 19.915 0.381
60706.822841 20.074 0.459
60707.801625 20.532 0.529
60707.804812 20.421 0.529
60707.830182 20.745 0.794
60709.091366 20.546 0.571
60709.094996 19.465 0.221
60710.078586 -17.678 0.069
60710.081768 20.603 0.779
60710.09773 20.427 0.657
60710.83243 19.595 0.374
60710.835638 20.036 0.519
60710.841094 19.984 0.6
