2020abqu 0.044 63.4582300744 -14.1742533356
filter ATgr
60695.11257 -20.703 0.425
60695.115767 -20.799 0.517
60695.119407 -20.354 0.301
60695.1304 -21.115 0.721
60695.139952 21.116 0.682
60696.329094 21.127 0.899
60696.332269 -20.256 0.453
60696.346201 -21.034 0.892
60696.351682 -20.746 0.973
60699.075909 -20.084 0.25
60699.081036 -20.592 0.422
60699.08465 -20.051 0.259
60699.10099 -19.698 0.199
60701.09725 20.42 0.363
60701.121099 -19.942 0.24
60701.136261 -21.042 0.74
60703.067708 -19.634 0.235
60703.071326 -20.227 0.333
60703.076479 -19.627 0.213
60705.099928 -20.913 0.579
60705.103133 -20.344 0.407
60705.108609 -19.954 0.291
60705.118865 -20.686 0.667
60708.322981 -20.054 0.623
60708.331732 -20.203 0.446
60708.342788 -20.153 0.461
filter ATri
60684.313923 -19.76 0.438
60684.323897 -19.937 0.426
60684.327064 -20.525 0.847
60684.333053 -20.391 0.829
60684.833979 -20.173 0.736
60687.125345 -19.504 0.595
60687.133703 -19.659 0.699
60687.143884 19.659 0.576
60688.864676 19.781 0.521
60690.375638 -20.202 0.769
60691.193044 -19.278 0.46
60691.208935 18.711 0.339
60691.867478 -19.953 0.369
60693.12894 -20.744 0.73
60693.13216 -20.405 0.619
60693.13767 -19.774 0.355
60693.151804 -19.639 0.359
60694.316621 -21.273 0.968
60694.32673 -20.065 0.327
60694.329939 -21.055 0.821
60694.341167 20.708 0.51
60696.839247 -20.407 0.563
60696.842881 -20.348 0.457
60696.878322 -19.953 0.353
60696.886385 -20.302 0.504
60698.329522 -20.468 0.428
60699.848994 -20.73 0.606
60699.882043 -21.041 0.786
60703.84584 -19.463 0.184
60703.868236 -21.092 0.705
60706.817362 -20.105 0.409
60706.820548 -19.827 0.33
60706.847163 -20.058 0.422
60708.791515 -19.913 0.393
60708.794675 -20.101 0.486
60708.800574 -20.143 0.47
60711.06303 -20.322 0.653
60711.086225 -19.473 0.336
60711.092118 -19.963 0.531
60711.104504 -19.774 0.508
60712.292182 -18.866 0.31
60712.300866 -20.255 0.697
60712.310887 -19.201 0.308
60712.785762 20.009 0.54
60712.791633 -19.353 0.341
60712.80353 -20.099 0.631
