2020zbc 0.056 12.3646448166 23.412605713
filter ATri
60684.266994 -20.336 0.747
60688.25127 -14.068 0.507
60689.266574 -19.385 0.378
60690.253275 -20.302 0.667
60690.273438 -20.384 0.773
60691.326604 -20.081 0.768
60691.339114 -19.88 0.651
60692.273285 18.514 0.855
60693.323074 20.238 0.754
60695.257044 20.423 0.543
60699.240494 20.365 0.469
60703.302847 20.627 0.739
60704.248668 20.665 0.917
60712.235793 -20.545 0.792
60713.251244 -19.9 0.835
