2020uqb 0.07 242.55015902 54.40541436
filter ATri
60691.558143 -19.463 0.574
60693.671002 -19.297 0.419
60697.570247 20.566 0.752
60697.582729 20.73 0.918
60699.620549 20.471 0.557
60699.627918 -20.116 0.407
60709.614403 20.531 0.576
60709.617651 20.574 0.548
60709.623256 21.051 0.846
60710.556715 -20.946 0.978
60711.663557 19.926 0.376
