2021agec 0.03816 35.7854335294 12.8660919276
filter ATgr
60696.33927 20.756 0.819
60700.262358 17.652 0.853
60700.271082 -17.82 0.243
60707.043403 20.229 0.541
60708.232906 20.925 0.951
60708.238014 -20.775 0.794
filter ATri
60687.045182 -19.145 0.798
60687.070622 -19.755 0.886
60688.807902 19.451 0.448
60688.821038 -19.995 0.938
60690.339301 -20.372 0.954
60691.095768 -19.779 0.522
60691.118511 19.981 0.784
60691.370441 19.983 0.61
60692.365556 20.103 0.753
60692.386815 -19.379 0.427
60692.826018 -20.078 0.545
60692.835055 -20.192 0.541
60694.264258 -21.293 0.965
60698.296665 -20.742 0.695
60699.260358 -20.339 0.447
60699.296915 -20.848 0.837
60700.78137 -19.838 0.71
60700.784535 20.212 0.783
60704.780781 19.965 0.723
60704.786659 -20.051 0.749
60704.796621 20.661 0.99
60709.25453 -20.098 0.556
60712.244872 19.609 0.759
