2024abvq 0.028 160.583458 6.19855
filter ATgr
60685.030204 20.172 0.35
60685.032008 20.054 0.289
60685.035184 19.693 0.229
60685.041059 20.316 0.382
60700.491073 -20.574 0.669
60700.497445 20.906 0.704
60703.251223 20.723 0.669
60703.281369 20.959 0.828
60703.287858 20.201 0.37
60703.309194 20.176 0.335
60704.539959 19.128 0.348
60704.543589 19.505 0.28
60704.575898 20.227 0.912
60707.284707 20.82 0.625
60707.287869 20.706 0.638
60707.293298 20.731 0.579
60707.328193 20.01 0.347
60708.529984 19.885 0.292
60708.568786 20.001 0.294
60708.574239 20.153 0.294
60711.277245 20.026 0.383
60711.280448 19.979 0.327
60711.286334 20.808 0.695
filter ATri
60683.285555 18.99 0.168
60683.295591 18.587 0.119
60683.29923 18.787 0.155
60683.303302 18.557 0.118
60684.515525 18.691 0.381
60684.517344 19.196 0.76
60684.520512 19.444 0.34
60684.536883 19.39 0.285
60687.268546 -16.416 0.624
60687.290988 18.383 0.246
60689.012113 19.64 0.609
60689.013923 19.21 0.452
60689.01708 19.175 0.492
60689.032126 18.928 0.323
60694.554619 19.994 0.487
60694.564782 19.202 0.213
60694.567628 19.744 0.351
60694.595215 19.15 0.237
60694.621006 19.644 0.379
60694.62156 19.853 0.509
60694.622012 19.239 0.286
60694.622464 19.348 0.307
60694.622833 19.219 0.217
60694.622916 19.609 0.422
60694.62329 19.633 0.374
60694.623368 19.211 0.273
60694.623747 19.378 0.274
60694.624204 19.192 0.212
60694.671575 18.853 0.343
60694.890122 18.943 0.276
60694.890573 18.982 0.3
60694.891024 20.049 0.787
60694.891475 18.99 0.32
60694.891926 18.727 0.246
60695.118209 18.809 0.445
60695.304925 19.969 0.72
60695.336764 19.98 0.527
60695.33995 19.925 0.581
60695.356962 19.183 0.369
60696.608646 19.588 0.266
60696.636587 19.635 0.312
60696.642015 20.119 0.482
60696.645222 -17.948 0.618
60698.592847 19.688 0.34
60698.618825 19.317 0.677
60698.650259 15.24 0.72
60699.319649 19.36 0.275
60699.322825 19.099 0.238
60699.332796 19.663 0.44
60699.361467 19.798 0.336
60700.954474 20.383 0.545
60700.957193 19.536 0.233
60700.960354 19.707 0.326
60700.98354 19.798 0.332
60704.994212 19.518 0.217
60704.99602 19.722 0.259
60705.031281 20.152 0.333
60705.053274 19.532 0.197
60708.869361 19.118 0.261
60708.872529 19.786 0.491
60708.907498 20.288 0.727
60708.936457 20.0 0.48
