ATLAS2021aehj -99999 -99999 -99999
filter ATgr
60697.111886 21.281 0.892
60697.133263 -21.11 0.7
60704.067732 21.055 0.683
60704.07617 -20.916 0.617
60708.056988 20.636 0.57
filter ATri
60685.855947 20.059 0.545
60688.15443 19.863 0.799
60688.177106 -19.627 0.949
60692.102614 20.821 0.94
60692.111204 -20.94 0.99
60693.82651 21.018 0.823
60693.832438 20.257 0.403
60697.830948 -20.991 0.75
60701.833019 -20.837 0.984
60705.809969 20.784 0.627
60705.813714 -20.77 0.623
60705.819682 -20.919 0.747
60705.833135 -20.87 0.787
60712.072309 20.153 0.577
