2018geo 0.03104 244.5577251 39.1238199
filter ATgr
60709.551236 -20.954 0.904
60709.55766 -20.868 0.958
60709.567847 -20.365 0.512
filter ATri
60687.615384 19.525 0.885
60687.619269 19.378 0.823
60691.621396 20.534 0.957
60691.652947 -20.455 0.832
60692.610224 -20.041 0.614
60693.619651 -20.266 0.524
60693.642485 -20.152 0.449
60693.66893 -19.87 0.576
60695.633029 -20.737 0.901
60695.645528 -20.782 0.664
60697.592557 -20.934 0.874
60699.664333 -20.878 0.77
60704.613909 -19.613 0.439
60704.624638 -19.776 0.472
60709.630645 -20.994 0.755
60709.644084 -20.743 0.54
60710.57661 20.377 0.552
60711.574144 -20.121 0.382
60711.587058 -20.758 0.701
60711.606529 20.47 0.541
