2021aekt 0.052 78.741074 -44.255066
filter ATgr
60696.115917 -20.844 0.454
60696.120033 -20.951 0.606
60696.128559 -21.129 0.653
60696.138601 -20.671 0.426
60700.122623 20.318 0.355
60704.11634 20.987 0.722
60704.121895 -20.77 0.505
60708.112455 -21.56 0.903
60708.117651 20.646 0.508
60708.13011 20.674 0.492
filter ATri
60685.881966 19.934 0.487
60685.890772 20.154 0.554
60688.179919 19.689 0.717
60692.060757 -20.054 0.36
60692.069894 -19.98 0.405
60693.882162 20.811 0.931
60697.858715 -20.528 0.489
60697.861899 -20.063 0.405
60697.877848 -20.3 0.455
60701.862741 -20.406 0.625
60701.865557 20.487 0.718
60701.883693 20.281 0.5
60705.852235 21.087 0.802
60705.855009 -20.478 0.4
60705.861005 19.999 0.294
60705.871535 21.059 0.806
60709.833457 -19.914 0.279
60712.101949 -19.389 0.238
