2021aexp 0.07 24.5498497799 -29.7012163035
filter ATgr
60694.043807 20.25 0.471
60698.059333 21.184 0.875
60698.064788 21.006 0.829
60698.086489 20.829 0.711
60701.07456 20.732 0.724
60701.083516 21.135 0.829
60701.10392 20.511 0.581
60705.086189 -20.321 0.515
60705.089046 20.686 0.724
60706.036793 20.628 0.632
filter ATri
60685.07502 19.675 0.383
60685.078198 20.285 0.634
60685.083667 20.5 0.858
60685.094204 -19.666 0.526
60686.091463 -20.127 0.777
60686.817437 20.293 0.888
60686.820672 -19.458 0.435
60686.827602 -19.883 0.591
60686.837717 20.451 0.984
60687.827663 19.319 0.548
60689.100648 -19.412 0.767
60690.071597 19.159 0.346
60690.074891 19.347 0.722
60690.087301 18.413 0.354
60690.811351 -20.074 0.652
60690.814153 -19.611 0.6
60690.82103 -20.039 0.763
60691.79316 -19.927 0.405
60691.810457 20.402 0.435
60691.816395 21.157 0.966
60693.044918 20.699 0.75
60693.05651 20.423 0.57
60693.072067 20.439 0.629
60694.801841 -20.974 0.8
60695.817681 -20.404 0.593
60699.817888 -20.761 0.595
60703.808274 20.799 0.854
60703.811477 20.188 0.609
60710.033712 19.606 0.572
60710.042405 20.694 0.818
60710.790615 20.604 0.962
60711.790358 20.313 0.611
